Energy[keV], HPGe
651, 0.16569420043449362
652, 0.16552396762901309
653, 0.16535423002664906
654, 0.1651849853998787
655, 0.16501623153330486
656, 0.16484796622358117
657, 0.16468018727933859
658, 0.16451289252111176
659, 0.16434607978126536
660, 0.1641797469039225
661, 0.16401389174489178
662, 0.1638485121715966
663, 0.16368360606300286
664, 0.1635191713095492
665, 0.16335520581307658
666, 0.16319170748675815
667, 0.16302867425503031
668, 0.1628661040535237
669, 0.16270399482899467
670, 0.16254234453925803
671, 0.16238115115311824
672, 0.16222041265030357
673, 0.16206012702139877
674, 0.1619002922677791
675, 0.16174090640154448
676, 0.16158196744545433
677, 0.16142347343286256
678, 0.16126542240765274
679, 0.1611078124241746
680, 0.16095064154718022
681, 0.16079390785176065
682, 0.16063760942328292
683, 0.16048174435732837
684, 0.16032631075962978
685, 0.16017130674601032
686, 0.16001673044232229
687, 0.1598625799843863
688, 0.15970885351793074
689, 0.15955554919853204
690, 0.15940266519155502
691, 0.15925019967209322
692, 0.15909815082491116
693, 0.15894651684438468
694, 0.15879529593444364
695, 0.15864448630851424
696, 0.15849408618946118
697, 0.15834409380953168
698, 0.15819450741029772
699, 0.15804532524260115
700, 0.1578965455664969
701, 0.15774816665119792
702, 0.1576001867750204
703, 0.15745260422532842
704, 0.15730541729848038
705, 0.157158624299774
706, 0.15701222354339373
707, 0.15686621335235665
708, 0.15672059205846012
709, 0.15657535800222877
710, 0.1564305095328622
711, 0.15628604500818377
712, 0.15614196279458797
713, 0.15599826126699
714, 0.15585493880877482
715, 0.155711993811746
716, 0.15556942467607593
717, 0.15542722981025606
718, 0.15528540763104695
719, 0.15514395656342922
720, 0.15500287504055466
721, 0.1548621615036973
722, 0.15472181440220567
723, 0.15458183219345412
724, 0.15444221334279598
725, 0.15430295632351532
726, 0.1541640596167806
727, 0.1540255217115976
728, 0.1538873411047632
729, 0.1537495163008188
730, 0.1536120458120051
731, 0.15347492815821623
732, 0.15333816186695426
733, 0.15320174547328494
734, 0.1530656775197926
735, 0.15292995655653566
736, 0.15279458114100294
737, 0.15265954983806976
738, 0.15252486121995418
739, 0.15239051386617422
740, 0.15225650636350452
741, 0.15212283730593407
742, 0.1519895052946235
743, 0.15185650893786334
744, 0.1517238468510318
745, 0.1515915176565533
746, 0.15145951998385765
747, 0.15132785246933822
748, 0.15119651375631205
749, 0.15106550249497885
750, 0.15093481734238068
751, 0.15080445696236233
752, 0.15067442002553144
753, 0.15054470520921925
754, 0.1504153111974411
755, 0.15028623668085758
756, 0.15015748035673612
757, 0.15002904092891214
758, 0.14990091710775116
759, 0.14977310761011087
760, 0.1496456111593029
761, 0.1495184264850564
762, 0.14939155232347984
763, 0.14926498741702462
764, 0.1491387305144479
765, 0.14901278037077653
766, 0.1488871357472708
767, 0.14876179541138781
768, 0.1486367581367463
769, 0.14851202270309094
770, 0.14838758789625706
771, 0.148263452508135
772, 0.1481396153366359
773, 0.1480160751856569
774, 0.14789283086504648
775, 0.14776988119057027
776, 0.14764722498387722
777, 0.14752486107246582
778, 0.14740278828965034
779, 0.1472810054745277
780, 0.14715951147194423
781, 0.1470383051324627
782, 0.14691738531232995
783, 0.14679675087344385
784, 0.1466764006833211
785, 0.1465563336150659
786, 0.1464365485473371
787, 0.14631704436431692
788, 0.14619781995567968
789, 0.14607887421656007
790, 0.14596020604752255
791, 0.1458418143545301
792, 0.1457236980489138
793, 0.1456058560473422
794, 0.14548828727179078
795, 0.14537099064951275
796, 0.14525396511300792
797, 0.14513720959999393
798, 0.14502072305337632
799, 0.14490450442121927
800, 0.14478855265671622
801, 0.14467286671816132
802, 0.14455744556892045
803, 0.1444422881774025
804, 0.14432739351703097
805, 0.14421276056621601
806, 0.14409838830832605
807, 0.1439842757316598
808, 0.1438704218294192
809, 0.14375682559968095
810, 0.14364348604536994
811, 0.14353040217423155
812, 0.14341757299880506
813, 0.14330499753639644
814, 0.1431926748090517
815, 0.14308060384353052
816, 0.14296878367128024
817, 0.14285721332840867
818, 0.1427458918556592
819, 0.14263481829838418
820, 0.1425239917065197
821, 0.14241341113455988
822, 0.14230307564153127
823, 0.14219298429096813
824, 0.14208313615088689
825, 0.1419735302937618
826, 0.14186416579649935
827, 0.1417550417404148
828, 0.14164615721120682
829, 0.14153751129893344
830, 0.14142910309798848
831, 0.1413209317070766
832, 0.14121299622919048
833, 0.1411052957715863
834, 0.14099782944576086
835, 0.1408905963674276
836, 0.140783595656494
837, 0.140676826437038
838, 0.14057028783728504
839, 0.1404639789895858
840, 0.1403578990303927
841, 0.14025204710023825
842, 0.14014642234371194
843, 0.1400410239094385
844, 0.13993585095005537
845, 0.1398309026221912
846, 0.13972617808644353
847, 0.13962167650735727
848, 0.13951739705340338
849, 0.13941333889695712
850, 0.13930950121427696
851, 0.13920588318548285
852, 0.1391024839945364
853, 0.13899930282921827
854, 0.1388963388811091
855, 0.13879359134556787
856, 0.13869105942171117
857, 0.1385887423123936
858, 0.138486639224187
859, 0.13838474936736023
860, 0.13828307195585973
861, 0.13818160620728848
862, 0.13808035134288751
863, 0.1379793065875153
864, 0.1378784711696289
865, 0.13777784432126378
866, 0.13767742527801521
867, 0.13757721327901873
868, 0.13747720756693108
869, 0.13737740738791138
870, 0.1372778119916022
871, 0.1371784206311109
872, 0.13707923256299076
873, 0.1369802470472229
874, 0.13688146334719756
875, 0.13678288072969616
876, 0.13668449846487277
877, 0.1365863158262363
